Berth,Vessel,MC,ML,Location,Number,InEnvelope
Berth 03,210k,MC1,Bow,SR,70,0
Berth 03,210k,MC1,Bow,SR,70,0
Berth 03,210k,MC1,Bow,SR,70,0
Berth 03,210k,MC1,Bow,SR,70,0
Berth 03,210k,MC1,Bow,ND,71,0
Berth 03,210k,MC1,Bow,ND,71,0
Berth 03,210k,MC1,Bow,ND,71,0
Berth 03,210k,MC1,Bow,ND,71,0
Berth 03,210k,MC1,Bow,NR,71,0
Berth 03,210k,MC1,Bow,NR,71,0
Berth 03,210k,MC1,Bow,NR,71,0
Berth 03,210k,MC1,Bow,NR,71,0
Berth 03,210k,MC1,Bow,SR,71,0
Berth 03,210k,MC1,Bow,SR,71,0
Berth 03,210k,MC1,Bow,SR,71,0
Berth 03,210k,MC1,Bow,SR,71,0
Berth 03,210k,MC1,Bow,ND,72,0
Berth 03,210k,MC1,Bow,ND,72,0
Berth 03,210k,MC1,Bow,ND,72,0
Berth 03,210k,MC1,Bow,ND,72,0
Berth 03,210k,MC1,Bow,NR,72,0
Berth 03,210k,MC1,Bow,NR,72,0
Berth 03,210k,MC1,Bow,NR,72,0
Berth 03,210k,MC1,Bow,NR,72,0
Berth 03,210k,MC1,Bow,SR,72,0
Berth 03,210k,MC1,Bow,SR,72,0
Berth 03,210k,MC1,Bow,SR,72,0
Berth 03,210k,MC1,Bow,SR,72,0
Berth 03,210k,MC1,Bow,ND,73,0
Berth 03,210k,MC1,Bow,ND,73,0
Berth 03,210k,MC1,Bow,ND,73,0
Berth 03,210k,MC1,Bow,ND,73,0
Berth 03,210k,MC1,Bow,NR,73,0
Berth 03,210k,MC1,Bow,NR,73,0
Berth 03,210k,MC1,Bow,NR,73,0
Berth 03,210k,MC1,Bow,NR,73,0
Berth 03,210k,MC1,Bow,SR,73,0
Berth 03,210k,MC1,Bow,SR,73,0
Berth 03,210k,MC1,Bow,SR,73,0
Berth 03,210k,MC1,Bow,SR,73,0
Berth 03,210k,MC1,Bow,ND,74,0
Berth 03,210k,MC1,Bow,ND,74,0
Berth 03,210k,MC1,Bow,ND,74,0
Berth 03,210k,MC1,Bow,ND,74,0
Berth 03,210k,MC1,Bow,NR,74,0
Berth 03,210k,MC1,Bow,NR,74,0
Berth 03,210k,MC1,Bow,NR,74,0
Berth 03,210k,MC1,Bow,NR,74,0
Berth 03,210k,MC1,Bow,SR,74,0
Berth 03,210k,MC1,Bow,SR,74,0
Berth 03,210k,MC1,Bow,SR,74,0
Berth 03,210k,MC1,Bow,SR,74,0
Berth 03,210k,MC1,Bow,ND,75,0
Berth 03,210k,MC1,Bow,ND,75,0
Berth 03,210k,MC1,Bow,ND,75,0
Berth 03,210k,MC1,Bow,ND,75,0
Berth 03,210k,MC1,Bow,NR,75,0
Berth 03,210k,MC1,Bow,NR,75,0
Berth 03,210k,MC1,Bow,NR,75,0
Berth 03,210k,MC1,Bow,NR,75,0
Berth 03,210k,MC1,Bow,SR,75,0
Berth 03,210k,MC1,Bow,SR,75,0
Berth 03,210k,MC1,Bow,SR,75,0
Berth 03,210k,MC1,Bow,SR,75,0
Berth 04,180k,MC1,Bow,ND,26,0
Berth 04,180k,MC1,Bow,ND,26,0
Berth 04,180k,MC1,Bow,ND,26,0
Berth 04,180k,MC1,Bow,ND,26,0
Berth 04,180k,MC1,Bow,NR,26,0
Berth 04,180k,MC1,Bow,NR,26,0
Berth 04,180k,MC1,Bow,NR,26,0
Berth 04,180k,MC1,Bow,NR,26,0
Berth 04,180k,MC1,Bow,SR,26,0
Berth 04,180k,MC1,Bow,SR,26,0
Berth 04,180k,MC1,Bow,SR,26,0
Berth 04,180k,MC1,Bow,SR,26,0
Berth 04,180k,MC1,Bow,ND,27,0
Berth 04,180k,MC1,Bow,ND,27,0
Berth 04,180k,MC1,Bow,ND,27,0
Berth 04,180k,MC1,Bow,ND,27,0
Berth 04,180k,MC1,Bow,NR,27,0
Berth 04,180k,MC1,Bow,NR,27,0
Berth 04,180k,MC1,Bow,NR,27,0
Berth 04,180k,MC1,Bow,NR,27,0
Berth 04,180k,MC1,Bow,SR,27,0
Berth 04,180k,MC1,Bow,SR,27,0
Berth 04,180k,MC1,Bow,SR,27,0
Berth 04,180k,MC1,Bow,SR,27,0
Berth 04,180k,MC1,Bow,ND,28,0
Berth 04,180k,MC1,Bow,ND,28,0
Berth 04,180k,MC1,Bow,ND,28,0
Berth 04,180k,MC1,Bow,ND,28,0
Berth 04,180k,MC1,Bow,NR,28,0
Berth 04,180k,MC1,Bow,NR,28,0
Berth 04,180k,MC1,Bow,NR,28,0
Berth 04,180k,MC1,Bow,NR,28,0
Berth 04,180k,MC1,Bow,SR,28,0
Berth 04,180k,MC1,Bow,SR,28,0
Berth 04,180k,MC1,Bow,SR,28,0
Berth 04,180k,MC1,Bow,SR,28,0
Berth 04,180k,MC1,Bow,ND,29,0
Berth 04,180k,MC1,Bow,ND,29,0
Berth 04,180k,MC1,Bow,ND,29,0
Berth 04,180k,MC1,Bow,ND,29,0
Berth 04,180k,MC1,Bow,NR,29,0
Berth 04,180k,MC1,Bow,NR,29,0
Berth 04,180k,MC1,Bow,NR,29,0
Berth 04,180k,MC1,Bow,NR,29,0
Berth 04,180k,MC1,Bow,SR,29,0
Berth 04,180k,MC1,Bow,SR,29,0
Berth 04,180k,MC1,Bow,SR,29,0
Berth 04,180k,MC1,Bow,SR,29,0
Berth 04,180k,MC1,Bow,ND,30,0
Berth 04,180k,MC1,Bow,ND,30,0
Berth 04,180k,MC1,Bow,ND,30,0
Berth 04,180k,MC1,Bow,ND,30,0
Berth 04,180k,MC1,Bow,NR,30,0
Berth 04,180k,MC1,Bow,NR,30,0
Berth 04,180k,MC1,Bow,NR,30,0
Berth 04,180k,MC1,Bow,NR,30,0
Berth 04,180k,MC1,Bow,SR,30,0
Berth 04,180k,MC1,Bow,SR,30,0
Berth 04,180k,MC1,Bow,SR,30,0
Berth 04,180k,MC1,Bow,SR,30,0
Berth 04,180k,MC1,Bow,ND,31,0
Berth 04,180k,MC1,Bow,ND,31,0
Berth 04,180k,MC1,Bow,ND,31,0
Berth 04,180k,MC1,Bow,ND,31,0
Berth 04,180k,MC1,Bow,NR,31,0
Berth 04,180k,MC1,Bow,NR,31,0
Berth 04,180k,MC1,Bow,NR,31,0
Berth 04,180k,MC1,Bow,NR,31,0
Berth 04,180k,MC1,Bow,SR,31,0
Berth 04,180k,MC1,Bow,SR,31,0
Berth 04,180k,MC1,Bow,SR,31,0
Berth 04,180k,MC1,Bow,SR,31,0
Berth 04,180k,MC1,Bow,ND,32,0
Berth 04,180k,MC1,Bow,ND,32,0
Berth 04,180k,MC1,Bow,ND,32,0
Berth 04,180k,MC1,Bow,ND,32,0
Berth 04,180k,MC1,Bow,NR,32,0
Berth 04,180k,MC1,Bow,NR,32,0
Berth 04,180k,MC1,Bow,NR,32,0
Berth 04,180k,MC1,Bow,NR,32,0
Berth 04,180k,MC1,Bow,SR,32,0
Berth 04,180k,MC1,Bow,SR,32,0
Berth 04,180k,MC1,Bow,SR,32,0
Berth 04,180k,MC1,Bow,SR,32,0
Berth 04,180k,MC1,Bow,ND,33,0
Berth 04,180k,MC1,Bow,ND,33,0
Berth 04,180k,MC1,Bow,ND,33,0
Berth 04,180k,MC1,Bow,ND,33,0
Berth 04,180k,MC1,Bow,NR,33,0
Berth 04,180k,MC1,Bow,NR,33,0
Berth 04,180k,MC1,Bow,NR,33,0
Berth 04,180k,MC1,Bow,NR,33,0
Berth 04,180k,MC1,Bow,SR,33,0
Berth 04,180k,MC1,Bow,SR,33,0
Berth 04,180k,MC1,Bow,SR,33,0
Berth 04,180k,MC1,Bow,SR,33,0
Berth 04,180k,MC1,Bow,ND,34,0
Berth 04,180k,MC1,Bow,ND,34,0
Berth 04,180k,MC1,Bow,ND,34,0
Berth 04,180k,MC1,Bow,ND,34,0
Berth 04,180k,MC1,Bow,NR,34,0
Berth 04,180k,MC1,Bow,NR,34,0
Berth 04,180k,MC1,Bow,NR,34,0
Berth 04,180k,MC1,Bow,NR,34,0
Berth 04,180k,MC1,Bow,SR,34,0
Berth 04,180k,MC1,Bow,SR,34,0
Berth 04,180k,MC1,Bow,SR,34,0
Berth 04,180k,MC1,Bow,SR,34,0
Berth 04,180k,MC1,Bow,ND,35,0
Berth 04,180k,MC1,Bow,ND,35,0
Berth 04,180k,MC1,Bow,ND,35,0
Berth 04,180k,MC1,Bow,ND,35,0
Berth 04,180k,MC1,Bow,NR,35,0
Berth 04,180k,MC1,Bow,NR,35,0
Berth 04,180k,MC1,Bow,NR,35,0
Berth 04,180k,MC1,Bow,NR,35,0
Berth 04,180k,MC1,Bow,SR,35,0
Berth 04,180k,MC1,Bow,SR,35,0
Berth 04,180k,MC1,Bow,SR,35,0
Berth 04,180k,MC1,Bow,SR,35,0
Berth 04,180k,MC1,Bow,ND,36,0
Berth 04,180k,MC1,Bow,ND,36,0
Berth 04,180k,MC1,Bow,ND,36,0
Berth 04,180k,MC1,Bow,ND,36,0
Berth 04,180k,MC1,Bow,NR,36,0
Berth 04,180k,MC1,Bow,NR,36,0
Berth 04,180k,MC1,Bow,NR,36,0
Berth 04,180k,MC1,Bow,NR,36,0
Berth 04,180k,MC1,Bow,SR,36,0
Berth 04,180k,MC1,Bow,SR,36,0
Berth 04,180k,MC1,Bow,SR,36,0
Berth 04,180k,MC1,Bow,SR,36,0
Berth 04,180k,MC1,Bow,ND,37,0
Berth 04,180k,MC1,Bow,ND,37,0
Berth 04,180k,MC1,Bow,ND,37,0
Berth 04,180k,MC1,Bow,ND,37,0
Berth 04,180k,MC1,Bow,NR,37,0
Berth 04,180k,MC1,Bow,NR,37,0
Berth 04,180k,MC1,Bow,NR,37,0
Berth 04,180k,MC1,Bow,NR,37,0
Berth 04,180k,MC1,Bow,SR,37,0
Berth 04,180k,MC1,Bow,SR,37,0
Berth 04,180k,MC1,Bow,SR,37,0
Berth 04,180k,MC1,Bow,SR,37,0
Berth 04,180k,MC1,Bow,ND,38,0
Berth 04,180k,MC1,Bow,ND,38,0
Berth 04,180k,MC1,Bow,ND,38,0
Berth 04,180k,MC1,Bow,ND,38,0
Berth 04,180k,MC1,Bow,NR,38,0
Berth 04,180k,MC1,Bow,NR,38,0
Berth 04,180k,MC1,Bow,NR,38,0
Berth 04,180k,MC1,Bow,NR,38,0
Berth 04,180k,MC1,Bow,SR,38,0
Berth 04,180k,MC1,Bow,SR,38,0
Berth 04,180k,MC1,Bow,SR,38,0
Berth 04,180k,MC1,Bow,SR,38,0
Berth 04,180k,MC1,Bow,ND,39,0
Berth 04,180k,MC1,Bow,ND,39,0
Berth 04,180k,MC1,Bow,ND,39,0
Berth 04,180k,MC1,Bow,ND,39,0
Berth 04,180k,MC1,Bow,NR,39,0
Berth 04,180k,MC1,Bow,NR,39,0
Berth 04,180k,MC1,Bow,NR,39,0
Berth 04,180k,MC1,Bow,NR,39,0
Berth 04,180k,MC1,Bow,SR,39,0
Berth 04,180k,MC1,Bow,SR,39,0
Berth 04,180k,MC1,Bow,SR,39,0
Berth 04,180k,MC1,Bow,SR,39,0
Berth 04,180k,MC1,Bow,ND,40,0
Berth 04,180k,MC1,Bow,ND,40,0
Berth 04,180k,MC1,Bow,ND,40,0
Berth 04,180k,MC1,Bow,ND,40,0
Berth 04,180k,MC1,Bow,NR,40,0
Berth 04,180k,MC1,Bow,NR,40,0
Berth 04,180k,MC1,Bow,NR,40,0
Berth 04,180k,MC1,Bow,NR,40,0
Berth 04,180k,MC1,Bow,SR,40,0
Berth 04,180k,MC1,Bow,SR,40,0
Berth 04,180k,MC1,Bow,SR,40,0
Berth 04,180k,MC1,Bow,SR,40,0
Berth 04,180k,MC1,Bow,ND,41,0
Berth 04,180k,MC1,Bow,ND,41,0
Berth 04,180k,MC1,Bow,ND,41,0
Berth 04,180k,MC1,Bow,ND,41,0
Berth 04,180k,MC1,Bow,NR,41,0
Berth 04,180k,MC1,Bow,NR,41,0
Berth 04,180k,MC1,Bow,NR,41,0
Berth 04,180k,MC1,Bow,NR,41,0
Berth 04,180k,MC1,Bow,SR,41,0
Berth 04,180k,MC1,Bow,SR,41,0
Berth 04,180k,MC1,Bow,SR,41,0
Berth 04,180k,MC1,Bow,SR,41,0
Berth 04,180k,MC1,Bow,ND,42,0
Berth 04,180k,MC1,Bow,ND,42,0
Berth 04,180k,MC1,Bow,ND,42,0
Berth 04,180k,MC1,Bow,ND,42,0
Berth 04,180k,MC1,Bow,NR,42,0
Berth 04,180k,MC1,Bow,NR,42,0
Berth 04,180k,MC1,Bow,NR,42,0
Berth 04,180k,MC1,Bow,NR,42,0
Berth 04,180k,MC1,Bow,SR,42,0
Berth 04,180k,MC1,Bow,SR,42,0
Berth 04,180k,MC1,Bow,SR,42,0
Berth 04,180k,MC1,Bow,SR,42,0
Berth 04,180k,MC1,Bow,ND,43,0
Berth 04,180k,MC1,Bow,ND,43,0
Berth 04,180k,MC1,Bow,ND,43,0
Berth 04,180k,MC1,Bow,ND,43,0
Berth 04,180k,MC1,Bow,NR,43,0
Berth 04,180k,MC1,Bow,NR,43,0
Berth 04,180k,MC1,Bow,NR,43,0
Berth 04,180k,MC1,Bow,NR,43,0
Berth 04,180k,MC1,Bow,SR,43,0
Berth 04,180k,MC1,Bow,SR,43,0
Berth 04,180k,MC1,Bow,SR,43,0
Berth 04,180k,MC1,Bow,SR,43,0
Berth 04,180k,MC1,Bow,ND,44,0
Berth 04,180k,MC1,Bow,ND,44,0
Berth 04,180k,MC1,Bow,ND,44,0
Berth 04,180k,MC1,Bow,ND,44,0
Berth 04,180k,MC1,Bow,NR,44,0
Berth 04,180k,MC1,Bow,NR,44,0
Berth 04,180k,MC1,Bow,NR,44,0
Berth 04,180k,MC1,Bow,NR,44,0
Berth 04,180k,MC1,Bow,SR,44,0
Berth 04,180k,MC1,Bow,SR,44,0
Berth 04,180k,MC1,Bow,SR,44,0
Berth 04,180k,MC1,Bow,SR,44,0
Berth 04,180k,MC1,Bow,ND,45,0
Berth 04,180k,MC1,Bow,ND,45,0
Berth 04,180k,MC1,Bow,ND,45,0
Berth 04,180k,MC1,Bow,ND,45,0
Berth 04,180k,MC1,Bow,NR,45,0
Berth 04,180k,MC1,Bow,NR,45,0
Berth 04,180k,MC1,Bow,NR,45,0
Berth 04,180k,MC1,Bow,NR,45,0
Berth 04,180k,MC1,Bow,SR,45,0
Berth 04,180k,MC1,Bow,SR,45,0
Berth 04,180k,MC1,Bow,SR,45,0
Berth 04,180k,MC1,Bow,SR,45,0
Berth 04,180k,MC1,Bow,ND,46,0
Berth 04,180k,MC1,Bow,ND,46,0
Berth 04,180k,MC1,Bow,ND,46,0
Berth 04,180k,MC1,Bow,ND,46,0
Berth 04,180k,MC1,Bow,NR,46,0
Berth 04,180k,MC1,Bow,NR,46,0
Berth 04,180k,MC1,Bow,NR,46,0
Berth 04,180k,MC1,Bow,NR,46,0
Berth 04,180k,MC1,Bow,SR,46,0
Berth 04,180k,MC1,Bow,SR,46,0
Berth 04,180k,MC1,Bow,SR,46,0
Berth 04,180k,MC1,Bow,SR,46,0
Berth 04,180k,MC1,Bow,ND,47,0
Berth 04,180k,MC1,Bow,ND,47,0
Berth 04,180k,MC1,Bow,ND,47,0
Berth 04,180k,MC1,Bow,ND,47,0
Berth 04,180k,MC1,Bow,NR,47,0
Berth 04,180k,MC1,Bow,NR,47,0
Berth 04,180k,MC1,Bow,NR,47,0
Berth 04,180k,MC1,Bow,NR,47,0
Berth 04,180k,MC1,Bow,SR,47,0
Berth 04,180k,MC1,Bow,SR,47,0
Berth 04,180k,MC1,Bow,SR,47,0
Berth 04,180k,MC1,Bow,SR,47,0
Berth 04,180k,MC1,Bow,ND,48,0
Berth 04,180k,MC1,Bow,ND,48,0
Berth 04,180k,MC1,Bow,ND,48,0
Berth 04,180k,MC1,Bow,ND,48,0
Berth 04,180k,MC1,Bow,NR,48,0
Berth 04,180k,MC1,Bow,NR,48,0
Berth 04,180k,MC1,Bow,NR,48,0
Berth 04,180k,MC1,Bow,NR,48,0
Berth 04,180k,MC1,Bow,SR,48,0
Berth 04,180k,MC1,Bow,SR,48,0
Berth 04,180k,MC1,Bow,SR,48,0
Berth 04,180k,MC1,Bow,SR,48,0
Berth 04,180k,MC1,Bow,ND,49,0
Berth 04,180k,MC1,Bow,ND,49,0
Berth 04,180k,MC1,Bow,ND,49,0
Berth 04,180k,MC1,Bow,ND,49,0
Berth 04,180k,MC1,Bow,NR,49,0
Berth 04,180k,MC1,Bow,NR,49,0
Berth 04,180k,MC1,Bow,NR,49,0
Berth 04,180k,MC1,Bow,NR,49,0
Berth 04,180k,MC1,Bow,SR,49,0
Berth 04,180k,MC1,Bow,SR,49,0
Berth 04,180k,MC1,Bow,SR,49,0
Berth 04,180k,MC1,Bow,SR,49,0
Berth 04,180k,MC1,Bow,ND,50,0
Berth 04,180k,MC1,Bow,ND,50,0
Berth 04,180k,MC1,Bow,ND,50,0
Berth 04,180k,MC1,Bow,ND,50,0
Berth 04,180k,MC1,Bow,NR,50,0
Berth 04,180k,MC1,Bow,NR,50,0
Berth 04,180k,MC1,Bow,NR,50,0
Berth 04,180k,MC1,Bow,NR,50,0
Berth 04,180k,MC1,Bow,SR,50,0
Berth 04,180k,MC1,Bow,SR,50,0
Berth 04,180k,MC1,Bow,SR,50,0
Berth 04,180k,MC1,Bow,SR,50,0
Berth 04,180k,MC1,Bow,ND,51,0
Berth 04,180k,MC1,Bow,ND,51,0
Berth 04,180k,MC1,Bow,ND,51,0
Berth 04,180k,MC1,Bow,ND,51,0
Berth 04,180k,MC1,Bow,NR,51,0
Berth 04,180k,MC1,Bow,NR,51,0
Berth 04,180k,MC1,Bow,NR,51,0
Berth 04,180k,MC1,Bow,NR,51,0
Berth 04,180k,MC1,Bow,SR,51,0
Berth 04,180k,MC1,Bow,SR,51,0
Berth 04,180k,MC1,Bow,SR,51,0
Berth 04,180k,MC1,Bow,SR,51,0
Berth 04,180k,MC1,Bow,ND,52,0
Berth 04,180k,MC1,Bow,ND,52,0
Berth 04,180k,MC1,Bow,ND,52,0
Berth 04,180k,MC1,Bow,ND,52,0
Berth 04,180k,MC1,Bow,NR,52,0
Berth 04,180k,MC1,Bow,NR,52,0
Berth 04,180k,MC1,Bow,NR,52,0
Berth 04,180k,MC1,Bow,NR,52,0
Berth 04,180k,MC1,Bow,SR,52,0
Berth 04,180k,MC1,Bow,SR,52,0
Berth 04,180k,MC1,Bow,SR,52,0
Berth 04,180k,MC1,Bow,SR,52,0
Berth 04,180k,MC1,Bow,ND,53,0
Berth 04,180k,MC1,Bow,ND,53,0
Berth 04,180k,MC1,Bow,ND,53,0
Berth 04,180k,MC1,Bow,ND,53,0
Berth 04,180k,MC1,Bow,NR,53,0
Berth 04,180k,MC1,Bow,NR,53,0
Berth 04,180k,MC1,Bow,NR,53,0
Berth 04,180k,MC1,Bow,NR,53,0
Berth 04,180k,MC1,Bow,SR,53,0
Berth 04,180k,MC1,Bow,SR,53,0
Berth 04,180k,MC1,Bow,SR,53,0
Berth 04,180k,MC1,Bow,SR,53,0
Berth 04,180k,MC1,Bow,ND,54,0
Berth 04,180k,MC1,Bow,ND,54,0
Berth 04,180k,MC1,Bow,ND,54,0
Berth 04,180k,MC1,Bow,ND,54,0
Berth 04,180k,MC1,Bow,NR,54,0
Berth 04,180k,MC1,Bow,NR,54,0
Berth 04,180k,MC1,Bow,NR,54,0
Berth 04,180k,MC1,Bow,NR,54,0
Berth 04,180k,MC1,Bow,SR,54,0
Berth 04,180k,MC1,Bow,SR,54,0
Berth 04,180k,MC1,Bow,SR,54,0
Berth 04,180k,MC1,Bow,SR,54,0
Berth 04,180k,MC1,Bow,ND,55,0
Berth 04,180k,MC1,Bow,ND,55,0
Berth 04,180k,MC1,Bow,ND,55,0
Berth 04,180k,MC1,Bow,ND,55,0
Berth 04,180k,MC1,Bow,NR,55,0
Berth 04,180k,MC1,Bow,NR,55,0
Berth 04,180k,MC1,Bow,NR,55,0
Berth 04,180k,MC1,Bow,NR,55,0
Berth 04,180k,MC1,Bow,SR,55,0
Berth 04,180k,MC1,Bow,SR,55,0
Berth 04,180k,MC1,Bow,SR,55,0
Berth 04,180k,MC1,Bow,SR,55,0
Berth 04,180k,MC1,Bow,ND,56,0
Berth 04,180k,MC1,Bow,ND,56,0
Berth 04,180k,MC1,Bow,ND,56,0
Berth 04,180k,MC1,Bow,ND,56,0
Berth 04,180k,MC1,Bow,NR,56,0
Berth 04,180k,MC1,Bow,NR,56,0
Berth 04,180k,MC1,Bow,NR,56,0
Berth 04,180k,MC1,Bow,NR,56,0
Berth 04,180k,MC1,Bow,SR,56,0
Berth 04,180k,MC1,Bow,SR,56,0
Berth 04,180k,MC1,Bow,SR,56,0
Berth 04,180k,MC1,Bow,SR,56,0
Berth 04,180k,MC1,Bow,ND,57,0
Berth 04,180k,MC1,Bow,ND,57,0
Berth 04,180k,MC1,Bow,ND,57,0
Berth 04,180k,MC1,Bow,ND,57,0
Berth 04,180k,MC1,Bow,NR,57,0
Berth 04,180k,MC1,Bow,NR,57,0
Berth 04,180k,MC1,Bow,NR,57,0
Berth 04,180k,MC1,Bow,NR,57,0
Berth 04,180k,MC1,Bow,SR,57,0
Berth 04,180k,MC1,Bow,SR,57,0
Berth 04,180k,MC1,Bow,SR,57,0
Berth 04,180k,MC1,Bow,SR,57,0
Berth 04,180k,MC1,Bow,ND,58,0
Berth 04,180k,MC1,Bow,ND,58,0
Berth 04,180k,MC1,Bow,ND,58,0
Berth 04,180k,MC1,Bow,ND,58,0
Berth 04,180k,MC1,Bow,NR,58,0
Berth 04,180k,MC1,Bow,NR,58,0
Berth 04,180k,MC1,Bow,NR,58,0
Berth 04,180k,MC1,Bow,NR,58,0
Berth 04,180k,MC1,Bow,SR,58,0
Berth 04,180k,MC1,Bow,SR,58,0
Berth 04,180k,MC1,Bow,SR,58,0
Berth 04,180k,MC1,Bow,SR,58,0
Berth 04,180k,MC1,Bow,ND,59,0
Berth 04,180k,MC1,Bow,ND,59,0
Berth 04,180k,MC1,Bow,ND,59,0
Berth 04,180k,MC1,Bow,ND,59,0
Berth 04,180k,MC1,Bow,NR,59,0
Berth 04,180k,MC1,Bow,NR,59,0
Berth 04,180k,MC1,Bow,NR,59,0
Berth 04,180k,MC1,Bow,NR,59,0
Berth 04,180k,MC1,Bow,SR,59,0
Berth 04,180k,MC1,Bow,SR,59,0
Berth 04,180k,MC1,Bow,SR,59,0
Berth 04,180k,MC1,Bow,SR,59,0
Berth 04,180k,MC1,Bow,ND,60,0
Berth 04,180k,MC1,Bow,ND,60,0
Berth 04,180k,MC1,Bow,ND,60,0
Berth 04,180k,MC1,Bow,ND,60,0
Berth 04,180k,MC1,Bow,NR,60,0
Berth 04,180k,MC1,Bow,NR,60,0
Berth 04,180k,MC1,Bow,NR,60,0
Berth 04,180k,MC1,Bow,NR,60,0
Berth 04,180k,MC1,Bow,SR,60,0
Berth 04,180k,MC1,Bow,SR,60,0
Berth 04,180k,MC1,Bow,SR,60,0
Berth 04,180k,MC1,Bow,SR,60,0
Berth 04,180k,MC1,Bow,ND,61,0
Berth 04,180k,MC1,Bow,ND,61,0
Berth 04,180k,MC1,Bow,ND,61,0
Berth 04,180k,MC1,Bow,ND,61,0
Berth 04,180k,MC1,Bow,NR,61,0
Berth 04,180k,MC1,Bow,NR,61,0
Berth 04,180k,MC1,Bow,NR,61,0
Berth 04,180k,MC1,Bow,NR,61,0
Berth 04,180k,MC1,Bow,SR,61,0
Berth 04,180k,MC1,Bow,SR,61,0
Berth 04,180k,MC1,Bow,SR,61,0
Berth 04,180k,MC1,Bow,SR,61,0
Berth 04,180k,MC1,Bow,ND,62,0
Berth 04,180k,MC1,Bow,ND,62,0
Berth 04,180k,MC1,Bow,ND,62,0
Berth 04,180k,MC1,Bow,ND,62,0
Berth 04,180k,MC1,Bow,NR,62,0
Berth 04,180k,MC1,Bow,NR,62,0
Berth 04,180k,MC1,Bow,NR,62,0
Berth 04,180k,MC1,Bow,NR,62,0
Berth 04,180k,MC1,Bow,SR,62,0
Berth 04,180k,MC1,Bow,SR,62,0
Berth 04,180k,MC1,Bow,SR,62,0
Berth 04,180k,MC1,Bow,SR,62,0
Berth 04,180k,MC1,Bow,ND,63,0
Berth 04,180k,MC1,Bow,ND,63,0
Berth 04,180k,MC1,Bow,ND,63,0
Berth 04,180k,MC1,Bow,ND,63,0
Berth 04,180k,MC1,Bow,NR,63,0
Berth 04,180k,MC1,Bow,NR,63,0
Berth 04,180k,MC1,Bow,NR,63,0
Berth 04,180k,MC1,Bow,NR,63,0
Berth 04,180k,MC1,Bow,SR,63,0
Berth 04,180k,MC1,Bow,SR,63,0
Berth 04,180k,MC1,Bow,SR,63,0
Berth 04,180k,MC1,Bow,SR,63,0
Berth 04,180k,MC1,Bow,ND,64,0
Berth 04,180k,MC1,Bow,ND,64,0
Berth 04,180k,MC1,Bow,ND,64,0
Berth 04,180k,MC1,Bow,ND,64,0
Berth 04,180k,MC1,Bow,NR,64,0
Berth 04,180k,MC1,Bow,NR,64,0
Berth 04,180k,MC1,Bow,NR,64,0
Berth 04,180k,MC1,Bow,NR,64,0
Berth 04,180k,MC1,Bow,SR,64,0
Berth 04,180k,MC1,Bow,SR,64,0
Berth 04,180k,MC1,Bow,SR,64,0
Berth 04,180k,MC1,Bow,SR,64,0
Berth 04,180k,MC1,Bow,ND,65,0
Berth 04,180k,MC1,Bow,ND,65,0
Berth 04,180k,MC1,Bow,ND,65,0
Berth 04,180k,MC1,Bow,ND,65,0
Berth 04,180k,MC1,Bow,NR,65,0
Berth 04,180k,MC1,Bow,NR,65,0
Berth 04,180k,MC1,Bow,NR,65,0
Berth 04,180k,MC1,Bow,NR,65,0
Berth 04,180k,MC1,Bow,SR,65,0
Berth 04,180k,MC1,Bow,SR,65,0
Berth 04,180k,MC1,Bow,SR,65,0
Berth 04,180k,MC1,Bow,SR,65,0
Berth 04,180k,MC1,Bow,ND,66,0
Berth 04,180k,MC1,Bow,ND,66,0
Berth 04,180k,MC1,Bow,ND,66,0
Berth 04,180k,MC1,Bow,ND,66,0
Berth 04,180k,MC1,Bow,NR,66,0
Berth 04,180k,MC1,Bow,NR,66,0
Berth 04,180k,MC1,Bow,NR,66,0
Berth 04,180k,MC1,Bow,NR,66,0
Berth 04,180k,MC1,Bow,SR,66,0
Berth 04,180k,MC1,Bow,SR,66,0
Berth 04,180k,MC1,Bow,SR,66,0
Berth 04,180k,MC1,Bow,SR,66,0
Berth 04,180k,MC1,Bow,ND,67,0
Berth 04,180k,MC1,Bow,ND,67,0
Berth 04,180k,MC1,Bow,ND,67,0
Berth 04,180k,MC1,Bow,ND,67,0
Berth 04,180k,MC1,Bow,NR,67,0
Berth 04,180k,MC1,Bow,NR,67,0
Berth 04,180k,MC1,Bow,NR,67,0
Berth 04,180k,MC1,Bow,NR,67,0
Berth 04,180k,MC1,Bow,SR,67,0
Berth 04,180k,MC1,Bow,SR,67,0
Berth 04,180k,MC1,Bow,SR,67,0
Berth 04,180k,MC1,Bow,SR,67,0
Berth 04,180k,MC1,Bow,ND,68,0
Berth 04,180k,MC1,Bow,ND,68,0
Berth 04,180k,MC1,Bow,ND,68,0
Berth 04,180k,MC1,Bow,ND,68,0
Berth 04,180k,MC1,Bow,NR,68,0
Berth 04,180k,MC1,Bow,NR,68,0
Berth 04,180k,MC1,Bow,NR,68,0
Berth 04,180k,MC1,Bow,NR,68,0
Berth 04,180k,MC1,Bow,SR,68,0
Berth 04,180k,MC1,Bow,SR,68,0
Berth 04,180k,MC1,Bow,SR,68,0
Berth 04,180k,MC1,Bow,SR,68,0
Berth 04,180k,MC1,Bow,ND,69,0
Berth 04,180k,MC1,Bow,ND,69,0
